10,4,
1,3,4,5,1,9,7,8,6,2,10,
1,8,2,7,5,4,3,9,6,10,1,
2,7,3,2,8,4,5,
1,3,8,2,4,7,5,10,
1,4,8,2,7,
1,2,8,7,9,1,
1,2,7,8,3,4,9,10,5,6,1,
1,7,8,2,5,3,4,10,9,1,6,
1,2,7,1,
1,3,4,8,2,9,
1,7,8,2,1,9,10,5,3,4,
1,3,4,6,5,1,9,
1,8,2,4,3,7,
1,1,9,10,5,4,3,6,
1,5,7,4,3,9,10,1,2,8,6,
6,3,4,8,2,
2,8,3,7,2,
2,8,2,4,3,7,5,
1,1,7,2,8,9,3,4,
1,3,7,4,5,8,2,
1,3,4,5,2,7,8,10,1,6,9,
1,2,7,5,
1,9,8,7,2,
5,2,4,7,
1,8,3,5,2,
1,3,4,7,8,2,5,10,
1,7,4,2,3,5,6,
2,7,9,8,2,3,4,5,1,10,6,
1,6,1,10,9,5,2,3,4,7,8,
1,3,4,6,5,9,10,8,7,2,
79,4,3,
1,4,2,3,
1,2,4,3,8,9,10,5,6,1,7,
1,10,6,9,1,7,
1,9,7,2,8,3,4,5,
3,7,8,5,2,
1,8,2,3,4,7,5,6,
1,6,2,3,
1,6,2,5,
3,8,2,7,3,4,5,
1,3,4,6,5,9,1,
1,7,8,2,3,4,6,5,10,1,9,
6,6,5,3,
1,5,4,3,10,
3,7,5,8,
1,7,6,5,
1,7,9,4,3,5,8,2,1,
1,4,3,7,2,8,1,9,10,5,6,
1,6,1,9,10,2,8,7,5,3,4,
1,2,7,8,3,4,5,1,9,6,10,
1,3,5,2,4,
21,2,3,4,
1,2,8,7,5,4,3,9,1,10,6,
1,8,2,7,9,1,3,4,5,10,6,
1,9,2,1,7,8,4,3,5,10,
2,6,9,
1,6,1,10,5,
2,3,8,4,2,
9,2,8,6,
1,7,8,2,4,9,3,5,10,1,6,
1,2,8,4,3,1,7,
3,8,2,3,4,7,
1,6,5,9,7,
1,3,4,2,8,5,7,1,9,6,10,
1,6,7,2,8,
1,10,3,5,
1,7,4,5,3,
3,3,4,8,2,7,
1,7,9,5,8,4,3,2,1,6,10,
1,7,4,1,
1,3,4,5,7,8,2,9,6,
1,4,3,5,6,7,1,9,10,8,2,
1,7,10,6,
1,4,2,1,3,5,6,
2,7,4,3,9,
3,2,8,4,7,
8,5,3,4,
1,6,10,1,
3,7,9,8,3,
1,3,4,6,7,5,1,9,10,8,2,
1,3,4,7,5,6,10,9,1,2,8,
1,9,6,5,10,
1,3,2,7,8,5,4,
1,2,8,7,3,5,4,6,
1,4,6,
1,3,4,5,6,2,7,8,9,10,
1,7,8,2,9,4,3,5,1,6,10,
1,8,2,7,4,3,5,9,1,
1,3,4,6,5,7,8,2,1,9,10,
1,2,8,7,4,3,5,9,10,1,6,
18,8,
1,3,4,5,7,2,8,9,1,6,10,
1,3,4,2,8,5,7,
1,6,3,4,5,10,
7,7,2,4,
2,8,2,7,1,9,
1,2,8,7,5,10,1,3,4,9,6,
1,2,8,7,5,3,6,4,
1,5,7,6,
1,8,2,5,10,
1,5,2,8,
1,3,4,7,5,8,2,1,9,10,6,
1,3,5,7,6,8,
1,2,8,3,7,4,
1,7,4,3,2,5,8,
29,2,8,7,3,4,
1,3,2,7,4,8,
1,5,6,1,
1,2,1,5,4,8,3,7,6,
1,7,8,2,9,5,4,3,
4,7,3,4,8,2,
1,4,10,6,
1,7,8,2,1,4,3,5,9,
9,7,2,8,9,
9,3,2,4,
3,3,4,5,6,7,
1,1,8,2,9,3,4,5,7,6,10,
1,8,2,9,1,
2,5,3,7,
1,3,5,7,4,6,10,
1,6,5,10,9,1,3,4,7,8,2,
1,8,3,2,4,6,
2,2,5,6,
1,2,3,4,7,8,5,9,1,
15,2,3,8,
2,2,3,4,5,8,7,
1,8,2,5,7,4,3,
2,3,4,5,6,10,
5,2,4,8,
1,3,8,4,5,6,7,2,1,9,10,
1,5,3,2,4,6,7,8,9,10,1,
1,7,2,3,8,4,1,9,5,10,6,
1,7,5,8,2,3,4,
1,6,4,5,3,
1,2,8,7,5,10,9,1,3,4,6,
3,3,4,6,7,
1,1,9,10,7,5,2,8,
1,3,4,5,7,2,
1,8,7,3,4,2,1,5,9,6,10,
1,7,2,8,9,5,3,4,
1,7,8,3,4,2,5,
1,7,8,1,
1,2,8,3,4,5,7,6,10,1,
1,8,4,2,3,7,5,1,6,
1,3,7,6,5,4,2,8,1,9,10,
1,7,8,2,1,4,
1,8,2,7,5,3,4,1,9,6,10,
1,5,8,7,
38,6,3,4,
5,3,5,4,
1,2,8,3,4,7,9,1,10,5,6,
4,3,4,9,
1,3,4,7,8,1,2,5,9,10,
1,2,8,7,3,4,5,9,10,1,6,
1,8,2,7,5,4,3,9,10,1,6,
1,7,5,2,8,3,4,
1,3,4,5,2,7,8,
1,4,3,5,2,7,1,10,9,8,6,
1,3,7,4,9,
1,2,8,9,1,
1,7,8,2,4,5,3,9,
2,6,10,5,
1,7,5,2,3,8,4,
1,9,7,8,2,4,3,5,
1,2,3,4,8,5,7,
2,3,7,8,2,
2,9,4,3,
1,3,4,5,2,7,
2,8,2,7,3,4,5,9,1,10,6,
1,9,8,7,5,2,4,3,
1,6,10,3,
1,7,1,8,2,3,4,9,10,5,6,
1,8,2,7,1,9,3,4,5,10,6,
1,3,4,6,5,7,1,9,
1,9,5,1,
7,7,2,8,5,3,4,
3,6,3,10,
1,7,3,4,5,9,10,6,1,2,8,
1,2,3,7,4,8,1,5,9,10,
1,2,7,5,3,4,1,8,9,10,6,
1,3,2,8,9,7,10,5,6,4,1,
1,5,7,8,
11,7,2,8,5,
1,6,3,8,4,
1,4,3,7,8,2,5,9,10,1,6,
1,8,7,2,3,4,5,
1,7,8,4,2,3,9,
45,2,8,3,
2,7,8,2,9,3,4,5,10,1,6,
1,4,3,7,8,2,5,10,1,9,
1,9,5,3,4,
1,4,6,3,9,10,
1,3,5,6,4,
1,3,7,8,2,5,
1,3,7,8,10,6,
1,7,4,8,
1,4,3,2,8,6,
