Candidate,Round 1,Round 2,Round 3,Round 4
Charlie Abel,184.0,191.92809999999997,193.04635000000002,223.85097000000005
Richard Brooks,1014.0,1014.0,960.0,960.0
Moira Henderson,314.0,321.2387,336.73445000000004,350.70957
Heather Herbert,156.0,163.5834,164.70165000000003,237.27182999999997
Bryce Hope,29.0,29.3447,30.24995,31.403179999999995
Alex Nicoll,1465.0,960.0,960.0,960.0
Miranda Radley,731.0,1171.8712999999993,1171.8712999999993,960.0
Lynn Thomson,904.0,917.788,934.0824999999999,966.1773299999999
