Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8
May Atkinson,504.0,505.6686000000001,524.67272,534.67272,545.6850800000001,567.47735,570.39807,0.0
Donald Balsillie,728.0,725.0,725.0,725.0,725.0,725.0,725.0,725.0
John Shier Biggam,136.0,136.13184,0.0,0.0,0.0,0.0,0.0,0.0
Chris Dixon,157.0,157.02884,173.03708,0.0,0.0,0.0,0.0,0.0
Archie Drummond,540.0,540.1236,587.17304,664.1854000000001,683.19776,743.32006,725.0,725.0
Walter Mcadam,544.0,544.7663200000001,558.8034,567.81164,572.81988,599.85197,602.9883600000001,1055.41821
Robert Mcgill,663.0,663.0741599999996,669.0782799999995,684.0823999999994,1001.09064,725.0,725.0,725.0
Jacqueline Mckay,351.0,351.04944,366.05768,377.05768,0.0,0.0,0.0,0.0
