Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8
Rod Ackland,805.0,847.0,896.0,913.92116,927.92116,988.9737399999999,1341.9739399999999,1824.77781
Rhondda Geekie,728.0,758.0,777.0,782.5279199999999,796.5576399999999,859.4277500000001,0.0,0.0
Gillian Renwick,1499.0,1576.0,1611.0,1612.15908,2093.42656,1665.0,1665.0,1665.0
Martin Robertson,505.0,543.0,552.0,552.41608,0.0,0.0,0.0,0.0
Carolynn Scrimgeour,259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alisdair Sinclair,415.0,431.0,0.0,0.0,0.0,0.0,0.0,0.0
Sandy Taylor,811.0,841.0,1037.0,1048.94744,1069.97716,1179.69388,1297.7379799999999,0.0
Sandra Thornton,1634.0,1641.0,1716.0,1665.0,1665.0,1665.0,1665.0,1665.0
