Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7
Betty Wood Cunningham,1417.0,1417.0,1210.0,1210.0,1210.0,1210.0,1210.0
Danny Devlin,1741.0,1210.0,1210.0,1210.0,1210.0,1210.0,1210.0
Kenny Hay,629.0,725.6818299999999,873.5147899999996,879.6368899999998,922.6483,1064.66605,1103.88485
Sarah Louise Hemy,56.0,70.33453,72.23356999999999,0.0,0.0,0.0,0.0
Tariq Parvez,344.0,373.27904,376.63888000000003,394.51704,0.0,0.0,0.0
Eddie Phillips,429.0,562.58562,574.1259399999999,588.7007900000001,691.5326699999999,0.0,0.0
Tommy Reilly,716.0,799.2622699999996,813.1398699999995,818.7980699999996,853.7740899999998,964.39015,1624.7496999999998
Douglas Yates,716.0,775.7780399999999,783.3741999999997,787.4352500000001,823.85119,927.07697,0.0
