Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8
David Bonsor,321.0,321.1264,343.1264,0.0,0.0,0.0,0.0,0.0
Bill Boyd,393.0,401.3266000000002,411.3424000000001,429.4372000000001,437.95543,438.18115,495.64626999999996,0.0
Donald Macleod Boyd,160.0,160.1264,0.0,0.0,0.0,0.0,0.0,0.0
Carolyn Caddick,569.0,569.632,590.6636,688.6794000000001,688.6794,685.0,685.0,685.0
Jim Crawford,594.0,594.474,659.5214000000001,772.5214000000001,685.0,685.0,685.0,685.0
Ken Gowans,696.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0
Katherine Mackenzie,353.0,353.33180000000004,363.3476,385.3476,398.83269,399.10527,0.0,0.0
Thomas Prag,335.0,335.20540000000005,346.20540000000005,378.20540000000005,401.43164,403.91562,505.26711,631.97255
