Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8
Ian H Aitchison,333.0,361.85294,362.0599399999999,388.76351999999997,401.08806,423.84348,0.0,0.0
Alison Lamond,713.0,715.1451999999999,715.1525599999999,731.3679999999999,749.3698399999998,809.3698400000001,850.1225,0.0
Colin Mcgrath,104.0,114.40421999999995,114.47965999999995,0.0,0.0,0.0,0.0,0.0
Simon Mountford,1083.0,1083.0,1082.0,1082.0,1082.0,1082.0,1082.0,1082.0
Sally Prentice,116.0,119.00327999999999,119.03179999999999,124.35449999999997,0.0,0.0,0.0,0.0
Euan Robson,636.0,674.8281199999999,675.05628,700.2088399999999,741.29432,788.1551599999999,955.25946,1370.33942
Colin Shaughnessy,129.0,132.64683999999994,132.67351999999994,143.88895999999994,163.99713999999997,0.0,0.0,0.0
Tom Weatherston,1212.0,1082.0,1082.0,1082.0,1082.0,1082.0,1082.0,1082.0
