Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7
Paul Brown,66.0,66.724,66.9447,0.0,0.0,0.0,0.0
Lachlan Bruce,1314.0,1314.0,1285.0,1285.0,1285.0,1285.0,1285.0
Neil Gilbert,1156.0,1160.344,1160.74126,1185.74126,1199.91782,1203.1560299999999,1313.8863400000002
Ben Morse,211.0,215.16300000000004,222.77715000000003,229.88750000000005,0.0,0.0,0.0
Tim Porteus,371.0,376.06800000000004,376.92873000000003,383.92873000000003,432.00141,439.64609,0.0
Brooke Ritchie,978.0,1220.1779999999999,1227.9245699999997,1232.3086399999997,1328.0118400000001,1285.0,1285.0
Janis Wilson,756.0,763.2400000000001,763.4165600000001,774.41656,787.61963,791.2973,947.7523600000001
Colin Yorkston,1569.0,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0
