Candidate,Round 1,Round 2
Sinead Daly,41.0,42.01484000000001
Brian Gordon,948.0,948.0
Robert Lindsay,98.0,101.29823
Stephen Massey,291.0,300.38726999999994
Iqbal Mohammad,20.0,21.26855
Gregor Murray,1143.0,853.0
Jennifer Rankin,32.0,35.55194
Willie Sawers,838.0,1096.2767800000001
