Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6
Edie Chapman,780.0,791.6738700000002,791.6738700000002,781.0,781.0,781.0
Carol Donald,205.0,215.41183,215.91298000000003,216.62244000000007,226.41406000000003,0.0
Jim Ingram,1141.0,781.0,781.0,781.0,781.0,781.0
Hugh Livingston,188.0,198.41182999999998,206.06272000000004,207.90875000000008,256.24212,302.77684999999997
Lenny Pirie,456.0,746.9002200000001,751.4439800000001,752.5684000000001,768.11797,801.03844
David S Ross,106.0,112.62571000000001,117.33652000000006,118.63910000000004,0.0,0.0
Anne Simpson,220.0,233.25141999999997,236.59241999999998,238.50159999999994,258.1663000000001,302.81152
Norman Smith,808.0,808.0,781.0,781.0,781.0,781.0
