Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7
Paul Ferretti,2130.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0
Paul Gallacher,164.0,175.36366,178.21810000000008,200.04916000000006,0.0,0.0,0.0
Alan Harris,121.0,135.50680000000003,136.52876000000003,0.0,0.0,0.0,0.0
Billy Hendry,1495.0,1502.49518,1509.33174,1522.43746,1578.79222,1596.76424,2161.8813
Colette Mcdiarmid,1674.0,1674.0,1615.0,1615.0,1615.0,1615.0,1615.0
Gary Pews,1229.0,1254.1451199999992,1274.02048,1289.0933199999997,1333.21846,1429.7882600000003,0.0
Elizabeth Rowan,410.0,462.46626000000003,468.70374000000004,491.74606,508.3426,0.0,0.0
Lynda Williamson,849.0,1223.2754399999994,1228.6319199999998,1268.23282,1292.69294,1592.8530999999998,1823.71732
