Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8
Margaret Brisley,762.0,770.0974399999996,775.28064,794.83024,813.2699200000001,839.81952,900.84071,1188.22463
Brian Hambly,749.0,755.1921600000004,756.3020800000004,764.5585600000002,786.8516800000002,1085.076,920.0,920.0
Sophie Hendry,41.0,41.87935999999999,0.0,0.0,0.0,0.0,0.0,0.0
Alasdair Macpherson,955.0,920.0,920.0,920.0,920.0,920.0,920.0,920.0
Hilary Macpherson,77.0,78.53887999999998,81.57551999999998,0.0,0.0,0.0,0.0,0.0
Stuart Mcluckie,702.0,705.1143999999999,717.18768,731.4807999999999,737.5540800000001,739.5907199999999,743.87821,0.0
Marie Stadtler,87.0,88.79536000000002,93.0152,101.12512000000001,0.0,0.0,0.0,0.0
Diane Tortolano,306.0,310.14031999999975,313.14031999999975,320.17695999999984,345.7998399999999,0.0,0.0,0.0
