Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8
Nurul Hoque Ali,1040.0,1053.1895,1066.3098799999998,1076.7521399999998,1118.45386,1136.9465500000001,1246.1332400000001,1708.22801
Alison Alphonse,1649.0,1359.0,1359.0,1359.0,1359.0,1359.0,1359.0,1359.0
Harald Rainer Bartl,88.0,88.70344,90.17764,0.0,0.0,0.0,0.0,0.0
Sarah Cross,1594.0,1594.0,1359.0,1359.0,1359.0,1359.0,1359.0,1359.0
Mevrick Renson Fernandes,739.0,748.32058,762.7677400000001,783.2384400000001,833.5617199999999,852.28937,1033.14525,0.0
Sylvia Hardie,210.0,220.72746,221.90682,226.90682,0.0,0.0,0.0,0.0
Jessica Mennie,1094.0,1338.9729799999996,1341.3316999999997,1347.65498,1450.7161,1359.0,1359.0,1359.0
Matthew Watt,379.0,380.23102,564.8008600000001,578.0957000000001,583.39054,585.31582,0.0,0.0
