Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8
Sarah Atkin,634.0,660.0,661.7685100000001,769.8910799999999,947.31132,1195.81525,1178.0,1178.0
Margaret Bryant,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lyndsey Johnston,1171.0,1199.0,1178.0,1178.0,1178.0,1178.0,1178.0,1178.0
Morven-May Maccallum,739.0,826.0,829.3794300000002,869.5020000000001,927.6770999999999,1146.72577,1153.56456,1494.55389
Okain John Mclennan,317.0,338.0,339.31325,402.48835,0.0,0.0,0.0,0.0
Bev Smith,286.0,298.0,298.82297000000005,0.0,0.0,0.0,0.0,0.0
Theo Stratton,695.0,703.0,703.2101200000001,727.2101200000001,774.24514,789.31518,791.54998,0.0
Anne Thomas,624.0,646.0,655.7005400000002,682.94568,713.24335,0.0,0.0,0.0
