Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8
Franca Bruno,141.0,181.94999999999993,196.78499999999994,220.35999999999996,0.0,0.0,0.0,0.0
Marsali Caig,285.0,355.5599999999999,369.11999999999995,386.2699999999999,422.09,0.0,0.0,0.0
Patsy Gilroy,728.0,780.9200000000004,795.3850000000002,801.3300000000002,831.9450000000002,849.41,868.45128,1021.2238
Tommy Jacques,463.0,525.3699999999999,536.2049999999998,567.4099999999999,600.285,693.61,701.6439499999999,0.0
Jane Maitland,742.0,815.3950000000003,849.4350000000003,890.01,957.09,1055.4299999999998,1009.0,1009.0
James Smyth,115.0,127.91499999999998,140.49,0.0,0.0,0.0,0.0,0.0
John Womersley,87.0,116.29499999999997,0.0,0.0,0.0,0.0,0.0,0.0
Colin Wyper,1473.0,1009.0,1009.0,1009.0,1009.0,1009.0,1009.0,1009.0
