Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7
Donald Macleod Boyd,104.0,105.04505,105.31484000000002,0.0,0.0,0.0,0.0
Carolyn Caddick,799.0,810.49555,811.5590700000002,833.8306399999999,970.4931199999999,1151.21816,1018.0
Jim Crawford,527.0,537.4504999999999,538.2755099999999,564.3224299999999,621.7912800000001,0.0,0.0
Shaun Fraser,387.0,394.94237999999996,395.2786399999998,401.3060100000001,0.0,0.0,0.0
Ken Gowans,1287.0,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0
Michelle Gowans,376.0,592.32535,592.37618,599.5930099999999,646.35519,682.16633,696.4343
Andrew Jarvie,1022.0,1022.0,1018.0,1018.0,1018.0,1018.0,1018.0
Duncan Macpherson,583.0,593.6595099999998,594.30857,619.56059,678.22672,971.1766700000001,1029.5802800000001
