Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8
Ian Allan,308.0,310.30490000000003,311.31381999999996,314.50521,352.95767,409.58511000000004,475.95039,0.0
James Boswell,206.0,208.83679999999998,209.93743999999998,210.89119,215.16519,0.0,0.0,0.0
Billy Crawford,612.0,672.6365999999995,677.31432,741.2674500000002,744.15777,763.04925,800.0418,945.5355500000001
David Fraser,59.0,62.014100000000006,63.29818,64.76893000000001,0.0,0.0,0.0,0.0
Barney Menzies,809.0,892.8628999999999,892.8628999999999,812.0,812.0,812.0,812.0,812.0
Kathy Morrice,894.0,894.0,812.0,812.0,812.0,812.0,812.0,812.0
Craig Murray,180.0,185.6736,253.08779999999996,255.88484999999997,258.06829000000005,286.61861,0.0,0.0
Eric Ross,987.0,812.0,812.0,812.0,812.0,812.0,812.0,812.0
