Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7
Fiona Corps,1721.0,1340.0,1340.0,1340.0,1340.0,1340.0,1340.0
Sean Frazer Dillon,679.0,998.6727199999999,999.1846999999998,1015.1993799999998,1063.24374,1203.75524,1425.30548
John James Mcintosh Docherty,80.0,84.64898000000002,84.91239,0.0,0.0,0.0,0.0
Alycia Helen Hayes,1345.0,1345.0,1340.0,1340.0,1340.0,1340.0,1340.0
Linda Martha Holt,404.0,417.28280000000007,417.63154000000014,455.5727100000001,469.81635000000006,516.69318,0.0
Stuart Irwin,139.0,143.42759999999998,143.78004999999996,146.01255999999998,0.0,0.0,0.0
Debbie Maccallum,707.0,724.7103999999998,724.7660499999998,730.9911399999999,744.22365,748.471,848.04663
David Stutchfield,281.0,290.9621000000001,293.5034500000001,303.81387000000007,339.64125,0.0,0.0
