Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8
Liz Boxwell,298.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0
Peter James Fraser,5.0,6.962999999999999,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Holt,43.0,46.02000000000001,47.322,50.322,0.0,0.0,0.0,0.0
John Robert Leask,135.0,154.026,154.47899999999998,158.63,171.68699999999998,178.895,205.197,298.992
Debra Nicolson,69.0,70.35900000000001,71.51,71.50999999999999,81.661,118.963,0.0,0.0
Zara Pennington,59.0,60.963000000000015,61.41600000000001,61.71800000000001,64.869,0.0,0.0,0.0
Mark Robinson,128.0,142.34500000000003,143.64700000000005,150.798,164.402,170.553,198.459,0.0
Ian Tinkler,21.0,21.604,21.604,0.0,0.0,0.0,0.0,0.0
