Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7
Stevie Brannagan,14.0,0.0,0.0,0.0,0.0,0.0,0.0
Sally Cogley,784.0,788.0,792.0,888.0,889.28685,1036.17315,1403.39695
David R Gartland,16.0,16.0,0.0,0.0,0.0,0.0,0.0
Ian King,438.0,438.0,444.0,0.0,0.0,0.0,0.0
George Mair,775.0,778.0,780.0,879.0,880.119,991.71845,1233.01685
Susan Mcfadzean,920.0,921.0,922.0,964.0,964.4103,989.1189999999999,0.0
Elena Whitham,1128.0,1131.0,1132.0,1179.0,1157.0,1157.0,1157.0
Margaret Young,551.0,551.0,551.0,587.0,605.07185,0.0,0.0
