Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8
Kevin Brooks,192.0,229.92671999999996,254.02431999999996,263.00291,294.91501000000005,301.77601,0.0,0.0
Laurie Fraser,1215.0,1215.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0
Michael Green,857.0,929.1661199999998,1015.7668699999994,1024.49776,1054.13427,1032.0,1032.0,1032.0
Barbara Babs Jarvie,836.0,840.2140800000001,861.29948,866.12746,872.18098,875.50893,914.03387,1161.56955
Cal Macleod,38.0,48.53520000000001,50.342520000000015,0.0,0.0,0.0,0.0,0.0
Paul Oldham,1401.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0
Kevin James Reid,540.0,609.2689399999999,631.5592199999999,640.2843799999998,666.26568,671.94939,783.83771,0.0
Marjory Smith,77.0,142.845,145.8572,151.91072,0.0,0.0,0.0,0.0
