Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8
Stephen Clackson,197.0,200.6205,207.91013999999998,208.98702,219.36457,231.51859000000002,247.09332999999998,321.92191
Stuart Roy Mcivor,118.0,120.53435000000002,124.60676000000001,125.55035000000002,132.65055,143.18665999999996,168.17563,0.0
George Arthur Mowat-Brown,39.0,39.506870000000006,40.57928,41.14765000000002,0.0,0.0,0.0,0.0
Billy Muir,35.0,36.08615,0.0,0.0,0.0,0.0,0.0,0.0
Graham Sinclair,290.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0
Ralph Stevenson,70.0,72.8964,77.18603999999999,78.12237999999999,92.3674,121.65540000000001,0.0,0.0
Simon Tarry,70.0,72.75158000000002,72.89639999999999,73.46912,78.55072999999999,0.0,0.0,0.0
Kevin Woodbridge,256.0,261.35834,274.50316000000004,269.0,269.0,269.0,269.0,269.0
