Candidate,Round 1,Round 2,Round 3,Round 4
Thomas Mckenzie Christie Adams,809.0,838.29432,1009.2338400000002,1052.8798600000002
Celyn Jean Emlyn Ashworth,117.0,119.33023000000001,122.40859000000002,130.41035000000002
Susan Blair,66.0,75.65381,78.00785,102.30319
Ken Caldwell,1532.0,1022.0,1022.0,1022.0
David Graham,1248.0,1248.0,1022.0,1022.0
Brian Mills,330.0,333.3289,340.39101999999997,343.66489
John O'Brien,890.0,1307.4440600000003,1307.4440600000003,1022.0
Jerome Van Leeuwen,113.0,123.98537000000002,127.06372999999999,196.67340000000002
