Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6
Bryan Flannagan,893.0,895.03731,905.0373099999999,925.0373099999999,931.2225199999999,999.22252
Linda Hendry,182.0,189.77881999999997,194.14924,213.89008,0.0,0.0
Chris Kane,829.0,839.3717599999997,848.3717599999999,877.7421799999998,933.8534400000001,1019.59428
Gary Mcgrow,303.0,305.7781500000001,310.77815000000004,322.96336,359.7042,0.0
Gerry Mclaughlan,1177.0,959.0,959.0,959.0,959.0,959.0
Gordon Murphy,91.0,93.22251999999999,98.22251999999999,0.0,0.0,0.0
Grant Thoms,306.0,488.43185000000045,497.43185000000017,502.17269000000005,578.7289900000001,649.95151
David Tortolano,53.0,53.55563,0.0,0.0,0.0,0.0
