Candidate,Round 1,Round 2,Round 3,Round 4
Gordon Cowie,673.0,826.28457,786.0,786.0
Tim Eagle,1060.0,786.0,786.0,786.0
Gordon Mcdonald,691.0,701.59809,710.2724400000001,0.0
Sonya Warren,716.0,728.1490299999999,734.36338,1369.43645
