Candidate,Round 1,Round 2,Round 3,Round 4
Dianne Alexander,2117.0,2117.0,1505.0,1505.0
Daya Feldwick,459.0,735.7419199999999,1155.4860800000001,0.0
Derek Milligan,2428.0,1505.0,1505.0,1505.0
David Virgo,1012.0,1299.0057,1323.8665799999999,1720.068
