Candidate,Round 1,Round 2,Round 3,Round 4
Catherine Macdonald,498.0,201.0,201.0,201.0
D J Macrae,69.0,163.82442,163.91352,193.52179999999998
Philip Robert Mclean,202.0,202.0,201.0,201.0
David Cameron Wilson,33.0,105.16198,105.77578,0.0
