Candidate,Round 1,Round 2,Round 3,Round 4
Alison Andrews,429.0,691.9270799999999,717.6887999999999,0.0
Iain Gaul,1301.0,1301.0,860.0,860.0
Jeanette Gaul,333.0,389.93008,783.47425,1034.98784
Ronnie Proctor,1375.0,860.0,860.0,860.0
