Candidate,Round 1,Round 2,Round 3,Round 4
David Kinniburgh,558.0,582.2452000000001,584.6377,877.21574
Ellen Morton,895.0,585.0,585.0,585.0
Andrew Nisbet,300.0,548.34012,555.8460299999999,0.0
Richard Trail,584.0,603.74252,585.0,585.0
