Candidate,Round 1,Round 2,Round 3,Round 4
Andy Campbell,1247.0,1247.0,1234.0,1234.0
Julie Dettbarn,807.0,876.8781,879.4309999999999,1612.64344
Scott Mcfarlane,721.0,811.4557,813.49802,0.0
Arthur Spurling,2160.0,1234.0,1234.0,1234.0
