Candidate,Round 1,Round 2,Round 3,Round 4
George Hall,1105.0,1105.0,849.0,849.0
Neil Johnstone,298.0,370.99126,595.0161499999999,0.0
Colin Alexander Simpson,414.0,783.11403,796.31922,1110.35745
Stephen William Smith,1578.0,849.0,849.0,849.0
