Candidate,Round 1,Round 2,Round 3,Round 4
Ranald Fraser,268.0,332.05147,332.22531000000004,471.66537
Norman Alexander Macdonald,271.0,352.8703,352.0,352.0
Donald Cudig Macleod,186.0,283.28118,283.74802,0.0
Angus Morrison,679.0,352.0,352.0,352.0
