Candidate,Round 1,Round 2,Round 3,Round 4
Grahame Forster,1330.0,738.0,738.0,738.0
Jim Mcclung,741.0,741.0,738.0,738.0
John Mccutcheon,403.0,585.4951,586.69902,0.0
Roberta Tuckfield,475.0,643.25158,643.68386,859.25154
