Candidate,Round 1,Round 2,Round 3
Iain Dick,450.0,678.83101,836.65391
John Dougan,497.0,643.97762,0.0
Marion Mccutcheon,306.0,679.4187499999999,808.2543
Willie Scobie,2057.0,828.0,828.0
