5,4,
34,1,
9,1,2,
17,1,2,3,
2,1,2,3,4,
2,1,2,3,4,5,
4,1,2,3,5,
2,1,2,3,5,4,
1,1,2,4,
1,1,2,4,3,5,
1,1,2,4,5,
2,1,2,4,5,3,
6,1,2,5,
3,1,2,5,3,
1,1,2,5,3,4,
1,1,2,5,4,3,
23,1,3,
16,1,3,2,
9,1,3,2,4,
4,1,3,2,4,5,
7,1,3,2,5,
2,1,3,2,5,4,
6,1,3,4,
2,1,3,4,2,
3,1,3,4,2,5,
2,1,3,4,5,2,
11,1,3,5,
7,1,3,5,2,
4,1,3,5,2,4,
1,1,3,5,4,
7,1,4,
2,1,4,2,
2,1,4,2,3,
1,1,4,2,3,5,
2,1,4,3,
2,1,4,3,2,
1,1,4,3,5,2,
2,1,4,5,2,
1,1,4,5,2,3,
1,1,4,5,3,
9,1,5,
5,1,5,2,
1,1,5,2,3,
3,1,5,2,3,4,
1,1,5,2,4,3,
6,1,5,3,
6,1,5,3,2,
4,1,5,3,2,4,
2,1,5,3,4,2,
5,1,5,4,
3,1,5,4,2,3,
38,2,
3,2,1,
8,2,1,3,
2,2,1,3,4,
1,2,1,3,4,5,
2,2,1,3,5,
4,2,1,3,5,4,
3,2,1,4,
1,2,1,4,5,
2,2,1,5,3,4,
1,2,1,5,4,3,
12,2,3,
8,2,3,1,
1,2,3,1,4,
1,2,3,1,4,5,
4,2,3,1,5,
2,2,3,4,
2,2,3,4,1,
1,2,3,4,1,5,
3,2,3,4,5,1,
6,2,3,5,
6,2,3,5,1,
1,2,3,5,4,
4,2,4,
1,2,4,1,3,5,
1,2,4,3,
1,2,4,3,1,
1,2,4,5,1,3,
5,2,5,
1,2,5,1,
2,2,5,1,3,
1,2,5,1,3,4,
2,2,5,3,
6,2,5,3,1,
4,2,5,3,1,4,
4,2,5,4,
57,3,
32,3,1,
26,3,1,2,
2,3,1,2,4,
6,3,1,2,4,5,
11,3,1,2,5,
7,3,1,2,5,4,
11,3,1,4,
2,3,1,4,2,
1,3,1,4,2,5,
1,3,1,4,5,2,
13,3,1,5,
11,3,1,5,2,
4,3,1,5,2,4,
17,3,2,
21,3,2,1,
2,3,2,1,4,
12,3,2,1,5,
5,3,2,1,5,4,
2,3,2,4,1,5,
2,3,2,4,5,1,
6,3,2,5,
5,3,2,5,1,
3,3,2,5,1,4,
1,3,2,5,4,1,
5,3,4,
4,3,4,1,
1,3,4,1,2,
1,3,4,2,1,
1,3,4,2,1,5,
1,3,4,5,
3,3,4,5,1,2,
2,3,4,5,2,1,
21,3,5,
19,3,5,1,
14,3,5,1,2,
7,3,5,1,2,4,
3,3,5,1,4,2,
24,3,5,2,
18,3,5,2,1,
4,3,5,2,1,4,
2,3,5,2,4,
6,3,5,4,
1,3,5,4,1,
1,3,5,4,2,
17,4,
10,4,1,
1,4,1,2,
2,4,1,2,3,
2,4,1,2,3,5,
1,4,1,2,5,
5,4,1,2,5,3,
3,4,1,3,
3,4,1,3,2,5,
4,4,1,5,
2,4,1,5,2,
3,4,1,5,2,3,
1,4,1,5,3,
1,4,1,5,3,2,
3,4,2,
1,4,2,1,
1,4,2,1,3,
2,4,2,1,3,5,
1,4,2,1,5,3,
2,4,2,3,1,
2,4,2,3,1,5,
1,4,2,3,5,1,
2,4,2,5,
1,4,2,5,3,1,
3,4,3,
9,4,3,1,
2,4,3,1,2,5,
3,4,3,1,5,
2,4,3,1,5,2,
1,4,3,2,
3,4,3,2,1,5,
1,4,3,5,
1,4,3,5,1,2,
11,4,5,
7,4,5,1,
2,4,5,1,2,
1,4,5,1,2,3,
1,4,5,1,3,
3,4,5,1,3,2,
2,4,5,2,
2,4,5,2,1,3,
2,4,5,2,3,1,
3,4,5,3,
1,4,5,3,1,2,
3,4,5,3,2,1,
111,5,
19,5,1,
13,5,1,2,
10,5,1,2,3,
6,5,1,2,3,4,
2,5,1,2,4,3,
19,5,1,3,
8,5,1,3,2,
18,5,1,3,2,4,
3,5,1,3,4,2,
9,5,1,4,
5,5,1,4,2,3,
6,5,1,4,3,2,
16,5,2,
16,5,2,1,
2,5,2,1,3,
4,5,2,1,3,4,
2,5,2,1,4,3,
5,5,2,3,
7,5,2,3,1,
5,5,2,3,1,4,
1,5,2,3,4,
1,5,2,3,4,1,
3,5,2,4,
1,5,2,4,1,
6,5,2,4,1,3,
1,5,2,4,3,
23,5,3,
27,5,3,1,
9,5,3,1,2,
13,5,3,1,2,4,
4,5,3,1,4,
2,5,3,1,4,2,
17,5,3,2,
11,5,3,2,1,
8,5,3,2,1,4,
2,5,3,2,4,1,
2,5,3,4,
1,5,3,4,1,2,
1,5,3,4,2,
2,5,3,4,2,1,
17,5,4,
2,5,4,1,
5,5,4,1,2,3,
3,5,4,1,3,2,
7,5,4,2,
6,5,4,2,1,3,
1,5,4,2,3,
4,5,4,2,3,1,
4,5,4,3,
1,5,4,3,1,
8,5,4,3,1,2,
1,5,4,3,2,
6,5,4,3,2,1,
"Candidate 1","Iain Maclean Macaulay","Independent (Ind)",
"Candidate 2","Neil Mackay","Independent (Ind)",
"Candidate 3","Roddie Mackay","Independent (Ind)",
"Candidate 4","Lesley Mckenzie","Independent (Ind)",
"Candidate 5","Gordon Murray","Scottish National Party (SNP)",
"Steòrnabhagh a Tuath",
