6,4,
3,4,1,2,5,3,
1,3,2,5,4,1,6,
1,3,1,5,
2,1,2,4,6,5,3,
6,4,2,1,5,3,
226,4,3,
9,4,5,1,2,3,6,
13,4,2,3,
1,6,2,5,
4,6,2,3,
5,1,2,3,5,4,
1,1,5,3,2,4,6,
2,6,4,2,1,3,5,
17,6,5,3,
1,3,2,1,5,4,
5,2,3,4,
1,4,5,1,2,6,3,
35,1,2,4,5,
3,1,2,6,5,3,4,
38,1,5,2,
2,5,3,2,4,1,
3,5,4,3,1,2,6,
1,4,5,2,3,1,6,
3,2,1,3,4,6,5,
1,1,5,3,2,4,
9,4,2,1,3,5,6,
1,2,1,3,5,6,
46,5,3,4,
1,2,6,4,
3,4,6,1,
84,4,6,
11,5,2,4,1,3,6,
2,4,6,3,2,
1,3,5,6,4,2,1,
1,4,3,2,6,
25,2,1,5,3,4,
1,1,2,6,4,5,3,
2,2,1,6,3,
1,6,5,1,2,3,4,
2,3,5,2,1,
2,4,3,2,1,6,5,
11,2,1,3,5,
1,5,6,1,
5,6,3,5,4,1,2,
70,2,1,5,3,4,6,
12,4,3,6,5,1,2,
5,3,2,1,5,4,6,
3,3,2,4,
1,6,2,1,4,3,5,
5,1,2,3,4,5,
3,4,1,6,5,3,2,
11,4,3,5,1,2,6,
15,4,5,3,2,1,
1,2,5,6,
9,6,4,5,3,
8,4,5,2,1,3,
2,1,2,3,5,6,4,
1,4,1,3,5,
4,3,4,5,6,1,2,
3,5,3,6,
1,3,4,1,5,
1,1,6,5,4,2,3,
1,3,1,4,2,6,5,
3,4,6,2,
27,3,5,4,
221,6,3,4,
23,1,2,3,4,5,6,
2,4,1,2,6,3,5,
34,1,2,5,4,3,
2,2,1,6,5,4,3,
4,1,5,2,4,3,6,
5,6,4,3,2,1,5,
1,3,5,1,2,
1,1,3,4,
1,4,5,6,3,
1,4,2,3,1,5,
1,1,4,6,2,3,5,
1,2,1,6,5,3,4,
4,1,5,2,3,4,
5,3,4,6,5,2,1,
1,3,5,6,4,
3,2,4,1,5,
13,5,4,1,2,3,6,
2,3,5,2,4,1,
5,1,5,3,
1,2,3,4,1,5,6,
31,5,2,
78,3,4,
2,3,1,4,2,5,
1,1,6,5,2,3,4,
1,3,2,4,1,6,5,
21,6,4,3,5,2,1,
10,1,2,4,3,
1,4,1,3,5,2,
5,5,2,3,1,4,6,
2,4,2,5,1,3,6,
3,4,3,5,1,
3,4,5,3,1,
54,1,2,5,4,
11,4,6,3,5,
1,5,1,3,4,
93,5,2,1,4,
3,1,2,4,3,6,5,
1,2,1,5,6,3,4,
4,2,5,4,1,3,
1,1,6,5,
3,1,3,2,4,
3,3,4,5,6,
5,3,6,5,
1,4,6,3,2,5,1,
1,2,1,3,6,
77,1,
5,3,2,
5,4,2,6,
2,4,2,5,1,
1,2,6,1,
5,5,4,2,3,
1,2,3,1,4,
17,5,1,2,3,4,
1,4,6,1,5,3,2,
2,3,2,4,1,5,6,
1,4,1,2,3,6,
106,2,1,5,4,3,6,
33,1,2,4,3,5,6,
6,2,1,4,3,
2,1,2,4,6,3,5,
10,2,4,
33,1,2,5,3,
1,1,4,3,6,2,5,
1,2,3,5,4,1,6,
17,5,2,1,3,
1,6,3,4,2,
8,4,6,5,
5,3,6,4,5,2,1,
6,1,2,3,4,
1,6,2,4,1,
7,4,5,6,
1,4,3,6,2,5,1,
7,4,5,6,3,2,1,
16,4,3,2,
10,5,3,2,
6,4,5,3,6,1,2,
4,4,1,5,2,
3,3,5,1,2,4,
3,1,2,5,3,6,4,
3,4,3,2,1,5,
105,4,5,3,
7,6,4,5,
3,5,1,4,2,3,
5,5,3,4,1,2,6,
1,6,3,5,2,1,4,
1,1,5,6,3,2,4,
2,2,4,5,3,1,
8,1,5,2,4,3,
1,6,2,1,3,5,4,
10,4,5,3,2,1,6,
70,5,4,
3,4,2,1,3,5,
2,4,2,6,1,3,5,
2,5,6,4,3,
2,5,4,1,3,2,6,
1,2,3,1,5,4,6,
1,2,6,
7,3,5,6,
3,3,6,2,
2,3,1,4,2,
2,1,4,3,5,2,6,
1,3,4,6,5,1,2,
4,3,6,4,5,
3,4,2,5,3,1,6,
1,5,3,4,6,1,2,
1,4,6,2,1,3,5,
3,6,4,3,1,2,5,
4,6,4,2,
1,1,5,3,4,2,6,
1,5,4,1,3,2,
6,1,5,2,3,4,6,
2,3,2,1,4,6,5,
1,6,4,3,1,5,2,
2,2,3,6,1,
8,2,5,1,3,
7,2,1,3,4,
1,1,2,6,3,
133,4,5,
26,5,1,2,4,3,
1,5,1,4,2,3,6,
19,1,5,
1,6,3,4,1,
1,1,5,4,2,3,6,
1,3,4,2,5,1,6,
2,4,6,5,3,1,2,
6,3,4,2,
1,1,4,6,5,3,
6,4,3,1,2,5,6,
4,4,5,2,3,1,
3,1,4,2,3,5,6,
1,6,5,2,4,3,1,
19,2,1,4,5,3,6,
5,6,5,3,4,
7,3,1,2,4,5,6,
3,6,3,5,1,2,4,
1,6,4,5,1,2,3,
5,4,3,5,2,1,
3,4,3,6,2,1,5,
4,3,5,4,6,2,1,
39,2,
5,4,3,2,1,5,6,
4,5,3,4,6,2,1,
2,3,5,4,2,1,
4,2,4,1,5,3,6,
2,3,5,1,
2,6,5,3,1,2,4,
108,4,3,5,
4,4,2,3,5,1,6,
126,5,
13,2,1,6,
1,5,2,1,6,4,3,
4,5,3,2,1,
4,1,2,6,4,3,5,
9,2,5,4,
12,5,1,2,3,
4,4,2,1,3,
1,4,6,3,2,1,
23,5,1,2,3,4,6,
1,6,1,5,
3,4,3,1,2,6,5,
34,5,2,1,3,4,6,
1,3,6,1,2,5,4,
1,6,3,4,1,2,
5,2,1,4,3,6,5,
5,2,4,5,1,3,
16,1,2,6,
1,1,3,4,5,2,6,
26,1,2,5,3,4,
4,2,1,3,4,5,
11,5,3,4,2,1,6,
3,4,6,3,2,1,5,
5,2,3,5,
2,2,4,1,3,
1,2,5,4,3,1,
1,6,1,2,5,
1,3,1,2,4,6,
1,5,3,2,6,
2,4,2,1,5,6,3,
2,3,2,4,5,
5,2,5,3,
1,2,4,3,1,5,6,
1,5,1,3,2,4,6,
14,2,5,1,4,3,6,
6,4,5,2,1,3,6,
8,4,1,5,
1,2,1,4,3,6,
7,6,1,2,
1,5,1,3,4,2,6,
5,6,5,3,4,1,2,
5,4,3,5,2,
2,3,1,6,
1,3,5,4,6,
4,3,2,6,
2,5,2,1,4,6,3,
524,1,2,
9,4,5,1,2,3,
3,2,5,3,1,
104,4,3,6,
2,4,5,6,3,1,2,
23,4,2,
4,4,3,1,2,
3,1,4,2,5,3,6,
9,5,3,2,1,4,
1,4,2,3,5,6,1,
18,4,5,2,
1,6,5,1,3,2,4,
4,1,2,4,5,6,3,
36,5,4,2,
2,2,1,6,4,3,5,
1,1,5,4,3,2,
2,4,1,3,5,6,2,
2,5,3,4,2,
3,5,3,1,2,4,6,
1,6,1,4,2,
39,4,1,2,
72,2,1,5,4,
1,1,6,2,3,4,5,
284,6,4,3,
18,4,5,2,1,
3,4,3,5,1,2,
1,3,4,2,5,6,1,
1,4,3,1,6,2,5,
34,3,6,4,
1,4,6,3,5,2,
4,2,4,6,
1,6,3,2,1,5,4,
1,6,5,1,2,4,3,
38,2,1,4,5,
6,4,1,2,3,
17,4,3,6,5,
2,2,1,5,3,6,4,
1,4,6,3,1,5,
2,4,2,5,3,
1,1,6,2,4,
4,4,6,5,3,2,1,
1,1,3,4,2,
1,3,5,6,2,
11,1,4,
1,5,1,4,3,2,
1,3,5,1,4,
1,3,5,6,2,4,1,
1,4,2,3,5,1,
2,3,2,5,
22,5,2,4,
4,6,3,5,4,
14,4,5,1,2,
3,3,4,2,1,5,6,
4,2,1,6,4,5,3,
3,3,4,2,1,5,
17,4,3,5,2,1,6,
11,1,2,4,5,3,
9,4,5,3,1,2,6,
1,5,3,4,2,6,
1,4,2,3,6,5,1,
2,1,2,5,6,3,4,
524,4,
26,2,1,4,3,5,6,
4,2,5,4,1,3,6,
7,5,3,1,2,
3,4,3,1,2,5,
37,1,2,4,5,3,6,
74,5,2,1,4,3,
28,6,3,5,
1,3,4,5,2,1,
1,4,3,6,1,5,2,
1,6,2,1,4,
1,5,6,3,4,
1,6,1,2,3,5,4,
4,2,5,3,1,4,6,
3,3,2,1,5,
3,2,3,
3,5,3,2,4,
1,3,6,4,5,1,2,
4,3,5,2,1,4,6,
3,1,2,4,3,5,
1,5,3,4,6,
2,1,2,5,4,6,3,
1,3,4,5,1,2,6,
14,4,1,
21,2,5,
1,1,2,5,4,6,
3,5,4,6,3,2,1,
2,6,3,2,1,
1,2,3,1,4,6,5,
1,5,2,3,4,1,
10,4,1,2,3,5,6,
3,2,1,3,5,4,
58,5,4,3,
2,2,4,3,
10,1,5,4,
2,6,3,4,2,5,1,
1,1,3,5,2,4,
226,5,2,1,
1,4,2,3,1,5,6,
1,2,5,4,3,6,1,
99,1,2,5,3,4,6,
2,6,4,2,1,
4,6,2,4,
4,5,3,4,1,
1,3,2,5,1,
2,4,5,2,3,
3,1,5,4,2,
1,3,4,1,2,
42,5,3,
2,6,4,3,2,5,1,
2,4,6,2,5,
19,5,4,3,2,1,
8,5,4,1,
1,3,1,2,6,4,5,
1,6,4,2,3,5,
2,6,5,3,1,
1,2,3,4,5,1,6,
1,2,6,4,1,3,5,
5,3,4,6,5,
3,5,6,3,
1,5,3,1,2,6,
244,6,3,
4,4,5,3,2,
8,1,3,5,
1,5,2,1,6,3,4,
8,2,1,4,3,5,
3,5,4,3,2,
5,6,3,5,4,2,1,
7,4,6,5,3,
1,3,5,6,1,
436,2,1,5,
8,4,3,1,
1,2,5,3,4,
2,1,4,2,3,5,
44,3,5,
2,2,1,5,4,6,3,
1,2,6,1,5,3,4,
11,4,3,5,6,
4,5,3,2,4,1,6,
13,6,3,4,5,1,2,
2,3,6,5,2,4,1,
1,4,6,2,1,
7,5,4,3,1,2,
1,1,3,4,2,5,6,
22,6,3,4,5,2,1,
1,3,2,5,1,4,
1,2,4,3,1,5,
12,5,2,4,1,3,
39,3,6,
1,6,5,1,
29,5,4,2,1,
50,1,2,3,
2,4,5,3,6,
5,4,5,1,
3,5,1,3,
1,4,5,2,3,6,1,
3,5,2,4,3,1,6,
5,5,6,
7,3,4,1,
20,1,2,3,5,4,6,
2,1,4,5,2,
1,3,5,2,1,4,
118,5,1,2,
8,4,3,5,6,2,1,
9,3,5,2,
2,1,4,5,3,
1,1,2,5,6,4,
2,1,4,2,5,3,
1,6,3,1,4,
3,4,1,5,2,3,6,
52,2,1,5,4,3,
5,3,5,4,2,1,6,
1,3,2,4,5,6,
2,6,1,2,3,4,5,
1,6,5,3,2,
3,4,1,2,3,5,
5,6,3,1,
1,2,5,4,3,1,6,
14,4,6,3,5,2,1,
1,5,1,3,2,
1,1,3,2,5,
1,3,1,2,4,
10,4,2,1,5,
3,6,3,4,1,2,5,
2,3,6,1,
30,5,2,1,3,4,
2,1,2,6,3,4,5,
1,1,2,6,4,
2,3,4,2,1,
1,6,3,2,1,4,5,
2,4,1,3,2,5,6,
2,5,2,3,4,1,6,
2,6,4,5,3,1,2,
1,1,6,3,
1,3,2,1,4,
1,6,4,1,2,5,3,
157,6,4,
10,5,4,1,2,3,
5,6,3,4,2,1,5,
9,6,4,3,5,1,2,
1,3,6,4,1,2,5,
3,1,5,2,3,6,4,
1,3,6,2,4,1,5,
2,1,2,6,5,
9,5,1,
2,2,1,4,5,6,3,
741,6,
1,4,6,1,3,2,5,
8,5,2,4,3,1,
3,5,4,3,6,
2,2,1,3,6,5,4,
7,2,5,1,3,4,
3,5,6,4,
3,3,4,1,2,5,6,
1,3,4,6,1,5,2,
2,1,6,
4,5,3,1,2,4,
18,2,1,3,5,4,6,
1,2,3,1,5,
4,4,3,2,1,
2,5,4,6,
128,3,
8,4,3,6,5,2,1,
1,3,2,5,4,1,
82,5,2,1,4,3,6,
1,2,5,6,1,
2,5,2,4,3,
1,1,2,5,6,
9,3,1,2,
3,4,6,1,2,3,5,
1,6,3,1,2,
9,2,1,4,5,3,
1,1,5,6,
1,4,1,5,3,2,
5,1,2,5,6,4,3,
4,3,4,5,2,
6,6,2,1,
4,6,3,2,
3,1,2,6,3,5,4,
2,3,5,4,1,
9,1,2,3,5,
14,2,1,3,4,5,6,
1,6,5,2,1,4,3,
17,2,5,1,4,
1,6,5,2,1,3,4,
1,5,6,2,
4,4,3,2,5,1,6,
1,4,6,1,2,5,3,
1,6,1,2,4,3,5,
10,5,2,3,
5,3,6,5,4,
1,3,5,4,2,
14,6,5,4,
2,3,6,5,4,1,2,
4,4,1,3,
22,6,4,3,5,
2,2,3,1,4,5,
1,4,2,5,3,1,
3,3,4,5,2,1,6,
13,5,2,4,1,
1,2,1,4,6,5,3,
2,3,5,6,4,1,2,
4,3,1,2,5,4,6,
10,5,4,1,2,
2,4,2,5,1,3,
1,5,2,6,1,3,4,
1,3,2,4,5,1,6,
1,4,3,6,2,
5,2,5,4,1,
1,2,4,5,1,3,6,
1,3,2,5,6,
5,3,6,5,4,2,1,
2,1,5,3,4,
3,4,2,1,3,6,5,
38,4,2,1,
1,4,2,3,5,
1,1,2,5,6,3,
1,4,2,3,1,6,5,
8,4,1,2,5,
1,6,3,5,2,
